品类,日期,销量
category137,2023/6/20,12288
category137,2023/6/29,12274
category243,2023/6/30,12264
category308,2022/7/19,12254
category60,2023/6/5,12254
category60,2022/9/13,12240
category137,2023/4/3,12232
category308,2022/8/4,12226
category60,2022/8/30,12224
category20,2023/6/7,12220
category308,2022/8/11,12212
category79,2023/6/15,12194
category2,2023/6/12,12192
category2,2022/9/13,12174
category60,2022/9/5,12168
category308,2022/8/24,12152
category58,2023/6/1,12130
category308,2022/7/26,12120
category225,2023/6/29,12118
category307,2023/6/1,12110
category65,2022/8/30,12108
category137,2023/4/6,12100
category137,2023/6/27,12098
category137,2023/6/26,12084
category308,2022/7/4,12078
category42,2022/9/17,12074
category20,2023/6/13,12062
category137,2023/5/10,12056
category308,2022/8/2,12028
category308,2023/4/27,12018
category137,2023/6/28,12004
category153,2022/8/2,11966
category308,2022/8/18,11960
category137,2022/8/19,11956
category137,2023/6/21,11950
category308,2023/6/9,11942
category164,2023/6/7,11926
category225,2023/6/28,11922
category308,2022/9/30,11922
category42,2023/6/30,11910
category308,2022/7/7,11900
category2,2022/7/29,11898
category308,2022/7/11,11894
category79,2022/8/25,11816
category308,2023/4/9,11810
category308,2022/7/6,11810
category137,2023/5/22,11794
category263,2023/6/17,11794
category42,2022/7/2,11794
category102,2023/6/19,11792
category308,2022/8/21,11792
category164,2023/6/5,11786
category308,2023/5/29,11784
category20,2022/9/9,11782
category65,2022/9/20,11782
category308,2022/8/5,11768
category60,2023/6/6,11764
category65,2023/6/6,11746
category20,2022/7/16,11740
category65,2022/9/9,11732
category308,2022/7/1,11726
category40,2023/5/27,11720
category308,2022/9/24,11698
category137,2023/5/17,11694
category308,2022/9/29,11674
category20,2022/9/14,11668
category42,2022/9/15,11660
category308,2022/7/14,11660
category79,2023/6/16,11658
category79,2022/8/28,11654
category308,2023/5/30,11650
category20,2022/9/6,11638
category137,2023/4/4,11628
category137,2023/4/23,11622
category20,2022/9/23,11586
category308,2023/4/2,11564
category20,2022/8/16,11564
category40,2022/9/12,11550
category42,2022/7/4,11544
category308,2022/7/21,11530
category308,2022/7/5,11528
category65,2022/9/8,11526
category137,2022/9/29,11526
category65,2022/9/13,11514
category137,2023/5/15,11510
category137,2023/5/11,11490
category279,2023/6/16,11480
category137,2023/4/20,11478
category42,2022/9/16,11462
category2,2023/6/27,11456
category20,2023/6/9,11454
category2,2022/9/14,11454
category42,2022/7/19,11448
category308,2022/8/20,11448
category308,2023/5/11,11444
category308,2022/9/25,11434
category308,2022/7/13,11434
category60,2022/8/25,11406
category153,2022/9/1,11406
category137,2022/9/17,11390
category308,2023/5/16,11374
category137,2023/5/5,11364
category308,2023/4/15,11364
category20,2022/8/3,11356
category195,2023/6/1,11346
category60,2022/9/19,11342
category2,2023/6/30,11334
category137,2023/4/25,11334
category2,2022/9/10,11326
category225,2022/7/5,11310
category2,2022/7/25,11310
category308,2022/8/19,11302
category65,2022/8/12,11288
category2,2022/9/8,11276
category137,2023/5/18,11276
category60,2022/9/21,11272
category137,2023/5/26,11254
category209,2023/4/24,11254
category65,2023/6/3,11252
category60,2023/6/12,11238
category60,2022/9/7,11230
category40,2022/9/7,11224
category308,2022/7/22,11220
category308,2022/7/27,11214
category308,2023/5/25,11204
category20,2023/6/11,11204
category60,2022/9/6,11204
category40,2023/6/8,11174
category308,2023/4/16,11166
category60,2022/9/1,11134
category2,2022/8/13,11120
category42,2022/8/26,11114
category65,2023/6/4,11096
category308,2023/5/17,11088
category308,2023/6/11,11076
category308,2023/6/10,11076
category60,2023/6/20,11070
category308,2023/5/6,11070
category2,2023/5/27,11068
category65,2023/4/29,11052
category40,2022/9/21,11034
category153,2022/8/31,11032
category243,2023/6/2,11030
category60,2022/9/14,11026
category308,2022/7/15,11010
category65,2022/8/16,11008
category20,2022/7/19,10996
category65,2022/9/14,10994
category40,2023/5/25,10992
category20,2022/8/30,10972
category60,2022/9/16,10964
category65,2023/5/24,10960
category308,2023/5/7,10952
category65,2022/8/13,10952
category137,2023/6/4,10948
category308,2022/7/29,10946
category60,2023/6/8,10946
category65,2022/8/15,10942
category308,2022/7/16,10934
category79,2023/6/17,10928
category79,2022/9/9,10926
category237,2022/8/3,10904
category279,2023/6/17,10894
category243,2022/8/8,10890
category243,2023/6/16,10888
category60,2022/8/16,10878
category141,2022/8/24,10876
category65,2022/9/26,10874
category65,2022/9/12,10872
category308,2022/8/14,10868
category65,2023/6/17,10866
category308,2023/5/3,10856
category153,2022/9/13,10856
category153,2022/9/7,10854
category60,2022/9/26,10850
category20,2023/6/10,10826
category40,2022/9/19,10822
category225,2022/7/12,10814
category40,2022/7/14,10810
category20,2022/7/28,10796
category79,2023/6/21,10790
category42,2023/6/29,10788
category280,2023/6/1,10786
category225,2022/7/7,10784
category60,2022/8/29,10770
category42,2022/9/19,10754
category164,2023/6/8,10750
category137,2023/4/8,10750
category245,2023/6/17,10748
category79,2022/8/26,10744
category137,2023/4/7,10744
category65,2022/9/11,10742
category20,2022/8/5,10736
category65,2022/8/14,10736
category2,2022/8/3,10734
category42,2022/9/21,10722
category308,2022/7/2,10716
category137,2023/4/14,10710
category20,2022/7/25,10708
category65,2022/7/24,10700
category164,2023/5/16,10682
category79,2023/6/14,10674
category40,2022/9/8,10658
category60,2022/8/23,10652
category137,2023/4/21,10644
category65,2022/8/21,10640
category308,2022/7/30,10634
category20,2022/9/21,10620
category65,2022/9/21,10614
category20,2022/8/17,10610
category141,2023/6/19,10606
category60,2022/9/28,10598
category308,2023/6/27,10596
category308,2022/7/28,10582
category40,2022/7/26,10578
category276,2023/6/19,10576
category308,2023/4/28,10574
category60,2022/7/4,10560
category65,2022/9/27,10560
category60,2022/9/27,10556
category60,2023/6/13,10550
category60,2022/8/22,10540
category2,2022/8/17,10534
category225,2022/7/13,10526
category20,2022/8/8,10526
category60,2023/6/15,10522
category65,2022/9/19,10516
category2,2023/6/13,10514
category137,2022/8/20,10506
category166,2023/6/18,10506
category60,2022/8/31,10502
category2,2022/7/21,10502
category20,2022/8/4,10484
category20,2022/9/12,10476
category42,2022/9/12,10476
category65,2022/8/28,10464
category308,2022/7/8,10458
category20,2022/7/23,10452
category308,2022/8/13,10450
category2,2022/9/7,10450
category65,2022/8/31,10444
category308,2022/8/6,10442
category60,2022/8/26,10440
category65,2022/9/10,10440
category20,2023/4/24,10436
category308,2022/7/17,10428
category2,2022/8/19,10424
category60,2022/8/24,10412
category20,2022/9/15,10410
category65,2022/8/20,10406
category137,2023/5/12,10386
category42,2023/6/28,10372
category164,2023/6/12,10370
category65,2022/9/17,10368
category263,2022/8/15,10364
category20,2022/7/5,10364
category137,2023/5/6,10360
category65,2022/9/18,10358
category153,2022/8/23,10356
category130,2023/6/17,10350
category245,2022/9/7,10348
category65,2023/5/31,10346
category65,2022/8/8,10336
category130,2023/6/1,10334
category243,2022/9/7,10330
category65,2022/9/5,10330
category60,2023/6/7,10322
category20,2022/9/22,10320
category60,2022/9/22,10320
category137,2022/9/10,10320
category60,2022/9/8,10320
category60,2023/6/3,10316
category243,2023/6/3,10300
category102,2023/6/16,10298
category102,2023/6/17,10290
category2,2022/9/20,10278
category65,2022/9/6,10278
category60,2023/4/11,10276
category2,2023/6/9,10274
category40,2022/9/28,10268
category164,2023/6/9,10254
category79,2022/8/22,10246
category308,2022/7/9,10240
category225,2022/7/9,10234
category137,2022/9/30,10230
category308,2022/7/23,10220
category20,2022/9/1,10220
category153,2022/9/2,10220
category153,2022/9/20,10218
category65,2022/9/15,10218
category2,2022/9/16,10216
category79,2022/8/27,10208
category279,2023/6/2,10202
category20,2023/5/23,10180
category60,2023/6/4,10178
category137,2023/5/27,10168
category2,2022/9/15,10158
category2,2022/9/18,10156
category65,2022/7/23,10156
category137,2022/9/11,10150
category20,2022/8/31,10144
category308,2023/5/22,10142
category225,2022/7/10,10142
category42,2022/9/20,10138
category20,2022/9/7,10122
category42,2022/9/18,10120
category20,2023/6/27,10116
category20,2023/5/29,10116
category20,2022/9/2,10100
category225,2022/7/11,10100
category308,2023/6/20,10098
category153,2022/9/21,10096
category20,2022/8/12,10082
category60,2022/7/6,10072
category60,2022/8/18,10066
category79,2022/8/23,10058
category60,2023/5/4,10052
category164,2023/6/11,10048
category308,2022/7/31,10044
category308,2023/6/25,10044
category164,2023/6/13,10028
category263,2023/6/19,10026
category65,2022/9/22,10024
category60,2023/6/14,10018
category308,2022/8/7,10010
category164,2023/6/14,10010
category141,2022/9/4,10004
category20,2022/9/3,10004
category308,2022/7/24,10002
category20,2022/8/26,9990
category60,2022/7/19,9990
category60,2023/6/25,9986
category276,2023/6/16,9986
category2,2022/9/1,9986
category65,2022/9/25,9980
category42,2022/7/1,9978
category20,2023/6/20,9966
category20,2022/8/15,9962
category60,2022/8/8,9944
category308,2023/5/26,9942
category2,2022/9/22,9936
category40,2022/8/25,9928
category20,2023/6/24,9926
category308,2023/5/27,9924
category65,2022/8/18,9922
category65,2022/7/14,9918
category40,2022/8/26,9918
category65,2022/9/3,9916
category20,2022/8/29,9910
category60,2023/4/26,9904
category20,2023/5/30,9902
category60,2022/8/15,9896
category20,2022/7/31,9888
category60,2023/4/10,9888
category164,2023/5/15,9888
category164,2022/9/7,9886
category20,2022/7/17,9882
category40,2023/6/5,9868
category20,2022/7/20,9860
category2,2022/9/19,9860
category137,2022/9/18,9852
category308,2023/5/18,9850
category60,2022/7/18,9846
category20,2022/9/26,9840
category20,2022/9/4,9836
category308,2023/5/12,9836
category40,2022/8/22,9836
category137,2022/8/12,9832
category137,2022/9/24,9830
category60,2023/4/12,9824
category65,2022/9/1,9818
category60,2023/5/16,9814
category164,2023/6/10,9810
category65,2022/8/23,9808
category20,2022/9/11,9806
category20,2022/9/28,9796
category60,2022/9/23,9796
category60,2022/8/17,9794
category20,2023/5/16,9794
category65,2023/6/5,9784
category60,2022/9/2,9782
category60,2023/4/17,9768
category60,2022/7/22,9766
category60,2023/4/6,9764
category65,2022/8/22,9760
category20,2022/9/25,9752
category164,2023/5/30,9748
category141,2022/8/25,9744
category308,2023/6/26,9742
category137,2023/5/19,9742
category60,2022/8/2,9738
category60,2023/4/19,9732
category65,2023/6/8,9730
category60,2023/5/31,9726
category40,2022/9/13,9720
category65,2022/8/17,9716
category102,2022/9/5,9710
category60,2022/8/10,9706
category60,2023/4/23,9702
category77,2023/4/20,9702
category153,2022/8/17,9696
category65,2022/9/24,9692
category2,2023/6/10,9686
category60,2023/5/5,9684
category20,2023/5/25,9682
category20,2022/8/25,9680
category65,2022/9/2,9680
category137,2023/4/27,9678
category60,2022/7/14,9674
category130,2023/6/16,9672
category65,2022/9/16,9658
category243,2022/9/25,9656
category60,2023/4/3,9654
category20,2022/8/28,9650
category60,2023/6/28,9646
category40,2022/8/30,9644
category60,2023/5/8,9628
category279,2023/6/12,9624
category20,2023/5/15,9614
category65,2022/8/25,9612
category60,2023/5/15,9606
category60,2023/6/21,9602
category308,2023/6/28,9596
category308,2023/5/28,9580
category20,2022/8/27,9578
category65,2022/8/27,9578
category60,2023/4/24,9572
category40,2023/6/7,9570
category60,2022/7/25,9568
category65,2023/6/14,9566
category60,2023/6/9,9554
category308,2023/5/2,9550
category2,2022/9/6,9540
category20,2022/7/1,9534
category60,2022/7/26,9532
category20,2022/9/19,9528
category40,2022/9/17,9528
category20,2022/8/10,9520
category60,2022/7/11,9510
category20,2023/5/26,9510
category266,2023/6/18,9506
category308,2022/7/3,9492
category20,2023/5/22,9490
category40,2023/6/14,9488
category60,2023/4/18,9486
category102,2022/9/13,9484
category60,2022/9/9,9484
category2,2022/8/25,9482
category60,2022/8/9,9482
category60,2023/6/27,9480
category308,2023/5/13,9478
category243,2022/8/30,9474
category279,2022/9/17,9472
category164,2023/5/29,9472
category65,2022/7/30,9464
category60,2023/5/25,9462
category65,2022/8/24,9460
category153,2022/9/29,9458
category60,2023/5/9,9448
category65,2022/8/4,9444
category2,2023/5/26,9442
category243,2023/5/31,9442
category42,2022/7/3,9442
category164,2023/5/25,9436
category65,2022/7/16,9428
category60,2022/7/5,9420
category60,2022/8/1,9420
category2,2022/8/31,9418
category60,2022/7/15,9416
category2,2022/8/1,9412
category2,2022/9/5,9406
category40,2023/5/26,9400
category60,2022/7/13,9380
category40,2022/8/21,9380
category20,2022/8/23,9364
category20,2022/8/21,9362
category20,2022/7/26,9356
category40,2022/9/24,9352
category279,2022/9/16,9350
category40,2023/6/10,9348
category60,2023/5/17,9344
category65,2022/8/10,9342
category65,2022/7/18,9342
category2,2023/6/14,9340
category164,2023/5/27,9340
category279,2023/6/8,9336
category164,2023/5/17,9336
category225,2022/7/8,9332
category153,2022/7/19,9330
category60,2023/5/24,9328
category40,2022/9/1,9322
category279,2023/5/24,9318
category2,2022/9/25,9316
category79,2022/8/24,9312
category20,2023/5/6,9310
category308,2023/6/21,9310
category137,2023/6/11,9308
category65,2022/9/23,9296
category60,2022/7/28,9296
category137,2023/6/30,9294
category130,2022/9/27,9292
category2,2023/6/11,9284
category308,2022/7/10,9282
category40,2022/8/23,9278
category279,2023/5/31,9272
category60,2023/4/25,9272
category20,2022/7/14,9270
category102,2023/6/15,9266
category279,2023/6/11,9258
category243,2023/5/24,9242
category20,2023/4/21,9240
category20,2022/8/24,9240
category102,2022/9/14,9240
category60,2022/8/19,9238
category20,2022/7/30,9234
category137,2022/9/25,9226
category65,2022/7/26,9224
category65,2022/9/28,9222
category40,2022/9/26,9212
category20,2023/6/25,9208
category20,2022/8/2,9208
category153,2022/9/8,9208
category137,2023/6/10,9194
category60,2023/6/26,9194
category2,2023/5/25,9188
category65,2022/7/17,9180
category20,2023/5/17,9166
category60,2023/4/13,9156
category2,2022/8/8,9152
category20,2023/5/28,9148
