品类,日期,销量
category24,2022/11/11,1420
category164,2022/11/11,32500
category44,2022/11/11,18957
category57,2022/11/12,13
category321,2022/11/12,273
category135,2022/11/13,817
category131,2022/11/11,45
category18,2022/11/11,55
category248,2022/11/12,3456
category194,2022/11/11,697
category61,2022/11/12,3782
category135,2022/11/12,936
category310,2022/11/11,2
category324,2022/11/12,333
category295,2022/11/11,136
category121,2022/11/12,1845
category137,2022/11/14,17896
category77,2022/11/13,1814
category62,2022/11/12,898
category280,2022/11/13,8229
category232,2022/11/12,1012
category267,2022/11/11,88
category209,2022/11/11,22586
category118,2022/11/11,624
category240,2022/11/12,1037
category65,2022/11/14,16524
category137,2022/11/12,23510
category285,2022/11/12,5664
category165,2022/11/12,1314
category33,2022/11/12,484
category61,2022/11/11,4312
category20,2022/11/14,17265
category293,2022/11/12,341
category302,2022/11/11,51
category276,2022/11/13,10904
category266,2022/11/12,5544
category259,2022/11/13,3698
category133,2022/11/12,27
category239,2022/11/12,1283
category300,2022/11/11,959
category254,2022/11/11,90127
category75,2022/11/11,354
category275,2022/11/13,284
category126,2022/11/12,22
category94,2022/11/12,763
category191,2022/11/13,2049
category102,2022/11/11,26022
category75,2022/11/12,254
category232,2022/11/11,1325
category229,2022/11/13,487
category1,2022/11/11,60
category305,2022/11/11,1943
category48,2022/11/11,4451
category296,2022/11/11,297
category284,2022/11/11,540
category266,2022/11/13,3423
category56,2022/11/12,1554
category71,2022/11/12,1199
category76,2022/11/12,214
category124,2022/11/11,3186
category247,2022/11/12,713
category152,2022/11/11,1411
category29,2022/11/11,763
category308,2022/11/12,38735
category84,2022/11/15,61108
category228,2022/11/12,404
category70,2022/11/12,1180
category40,2022/11/13,19665
category116,2022/11/12,43
category30,2022/11/11,10122
category262,2022/11/14,1311
category322,2022/11/13,252
category166,2022/11/11,17082
category319,2022/11/11,4
category85,2022/11/14,368
category26,2022/11/11,1793
category194,2022/11/12,688
category168,2022/11/11,22
category248,2022/11/13,2438
category191,2022/11/11,2458
category195,2022/11/12,6337
category130,2022/11/11,28260
category143,2022/11/12,646
category51,2022/11/12,509
category67,2022/11/11,5
category223,2022/11/13,3873
category143,2022/11/11,1297
category42,2022/11/11,9652
category197,2022/11/11,3353
category254,2022/11/12,64998
category214,2022/11/11,95
category24,2022/11/13,1031
category273,2022/11/11,2950
category275,2022/11/12,1450
category164,2022/11/12,25442
category94,2022/11/11,639
category151,2022/11/11,6117
category195,2022/11/11,6956
category45,2022/11/12,890
category120,2022/11/11,62
category27,2022/11/12,202
category100,2022/11/12,150
category270,2022/11/12,63
category12,2022/11/12,2771
category78,2022/11/11,124
category193,2022/11/12,2
category286,2022/11/11,3126
category258,2022/11/11,696
category183,2022/11/11,2540
category306,2022/11/11,90
category65,2022/11/13,26770
category137,2022/11/11,25227
category230,2022/11/12,59
category135,2022/11/11,1288
category97,2022/11/12,4973
category318,2022/11/12,6
category172,2022/11/11,445
category151,2022/11/12,4401
category52,2022/11/11,228
category116,2022/11/11,463
category138,2022/11/11,503
category22,2022/11/12,85
category195,2022/11/13,4105
category174,2022/11/11,202
category242,2022/11/12,6293
category230,2022/11/11,73
category263,2022/11/13,17236
category243,2022/11/14,10059
category229,2022/11/11,485
category140,2022/11/12,176
category28,2022/11/11,360
category258,2022/11/12,821
category234,2022/11/11,5
category84,2022/11/12,116851
category20,2022/11/11,36941
category235,2022/11/11,22
category180,2022/11/11,261
category157,2022/11/11,1661
category296,2022/11/12,265
category233,2022/11/12,1268
category30,2022/11/14,3755
category169,2022/11/11,8448
category262,2022/11/11,1407
category253,2022/11/12,1432
category4,2022/11/11,84
category175,2022/11/11,30
category261,2022/11/12,285
category297,2022/11/11,1809
category169,2022/11/12,4039
category128,2022/11/12,941
category198,2022/11/12,2301
category73,2022/11/11,1159
category271,2022/11/12,390
category128,2022/11/13,1278
category199,2022/11/11,22
category62,2022/11/11,1043
category325,2022/11/12,2661
category192,2022/11/12,438
category275,2022/11/14,420
category141,2022/11/11,847
category84,2022/11/13,109114
category160,2022/11/15,1044
category276,2022/11/12,13949
category157,2022/11/13,665
category223,2022/11/12,12453
category241,2022/11/12,844
category165,2022/11/11,1490
category131,2022/11/12,49
category154,2022/11/12,2590
category200,2022/11/14,973
category243,2022/11/12,21979
category147,2022/11/12,24
category35,2022/11/11,2157
category280,2022/11/11,17401
category123,2022/11/11,465
category225,2022/11/13,35112
category199,2022/11/12,33
category250,2022/11/11,17797
category107,2022/11/11,1515
category322,2022/11/12,262
category86,2022/11/13,2334
category80,2022/11/12,579
category11,2022/11/11,144
category92,2022/11/11,143
category77,2022/11/14,5620
category303,2022/11/12,859
category85,2022/11/11,379
category182,2022/11/12,67
category2,2022/11/14,24591
category71,2022/11/11,1971
category101,2022/11/11,52
category247,2022/11/11,919
category2,2022/11/12,30961
category248,2022/11/11,3949
category263,2022/11/11,17550
category104,2022/11/12,2237
category198,2022/11/13,1383
category85,2022/11/12,312
category112,2022/11/13,194
category205,2022/11/11,118
category40,2022/11/11,56611
category261,2022/11/11,260
category239,2022/11/11,1859
category129,2022/11/12,276
category60,2022/11/14,14937
category46,2022/11/11,517
category11,2022/11/12,62
category286,2022/11/13,1807
category323,2022/11/11,241
category15,2022/11/11,4742
category131,2022/11/13,35
category97,2022/11/11,5876
category65,2022/11/11,40864
category191,2022/11/12,2703
category19,2022/11/11,348
category281,2022/11/12,675
category238,2022/11/12,855
category228,2022/11/11,439
category60,2022/11/11,19056
category122,2022/11/12,708
category16,2022/11/13,753
category224,2022/11/11,46
category153,2022/11/12,17610
category38,2022/11/11,52
category324,2022/11/11,317
category263,2022/11/12,16681
category133,2022/11/11,23
category282,2022/11/12,2077
category256,2022/11/11,1041
category289,2022/11/11,24
category48,2022/11/12,3008
category146,2022/11/11,871
category24,2022/11/14,1333
category110,2022/11/11,190
category185,2022/11/11,8576
category100,2022/11/11,196
category95,2022/11/11,3256
category311,2022/11/12,39
category3,2022/11/11,60
category316,2022/11/11,1140
category21,2022/11/11,139637
category74,2022/11/11,171
category108,2022/11/11,426
category252,2022/11/11,101
category16,2022/11/11,858
category63,2022/11/11,12463
category300,2022/11/12,645
category245,2022/11/11,42172
category20,2022/11/12,27461
category259,2022/11/11,5527
category327,2022/11/13,5
category112,2022/11/11,283
category136,2022/11/12,176
category51,2022/11/11,1543
category176,2022/11/12,262
category172,2022/11/12,407
category70,2022/11/13,851
category226,2022/11/12,2140
category245,2022/11/13,12393
category64,2022/11/11,105
category5,2022/11/11,109
category278,2022/11/11,68
category42,2022/11/12,11208
category184,2022/11/11,1525
category276,2022/11/11,15127
category68,2022/11/12,27
category86,2022/11/12,6346
category42,2022/11/14,8055
category293,2022/11/11,521
category283,2022/11/12,2367
category40,2022/11/14,26651
category158,2022/11/12,185
category273,2022/11/13,1302
category157,2022/11/12,1476
category36,2022/11/11,10
category22,2022/11/11,78
category60,2022/11/13,15181
category47,2022/11/13,1039
category147,2022/11/11,28
category214,2022/11/12,87
category80,2022/11/11,684
category13,2022/11/11,361
category20,2022/11/13,24814
category308,2022/11/11,58397
category39,2022/11/11,39
category58,2022/11/11,11135
category97,2022/11/13,4136
category282,2022/11/11,4723
category60,2022/11/12,16672
category196,2022/11/12,2725
category287,2022/11/12,322
category316,2022/11/12,915
category173,2022/11/11,2949
category110,2022/11/12,163
category75,2022/11/13,69
category30,2022/11/12,7684
category215,2022/11/11,587
category127,2022/11/12,198
category236,2022/11/11,1246
category173,2022/11/12,1619
category166,2022/11/12,13260
category141,2022/11/12,1162
category132,2022/11/12,87
category318,2022/11/11,6
category259,2022/11/12,4073
category183,2022/11/12,3111
category298,2022/11/12,26
category308,2022/11/14,19476
category156,2022/11/12,362
category21,2022/11/12,113500
category3,2022/11/12,61
category123,2022/11/12,255
category46,2022/11/14,360
category4,2022/11/12,80
category14,2022/11/11,145
category298,2022/11/11,20
category119,2022/11/11,16
category173,2022/11/13,935
category242,2022/11/11,8891
category203,2022/11/12,4060
category286,2022/11/12,1917
category49,2022/11/11,606
category212,2022/11/11,282
category146,2022/11/12,836
category301,2022/11/11,84
category188,2022/11/14,2519
category246,2022/11/11,297
category192,2022/11/11,503
category5,2022/11/12,60
category241,2022/11/11,600
category17,2022/11/12,1365
category280,2022/11/15,6148
category262,2022/11/12,1282
category297,2022/11/12,904
category250,2022/11/12,9424
category290,2022/11/11,94
category78,2022/11/13,132
category225,2022/11/14,46480
category77,2022/11/11,1226
category205,2022/11/12,93
category188,2022/11/12,2812
category160,2022/11/13,390
category128,2022/11/11,1003
category161,2022/11/12,1695
category155,2022/11/12,121
category256,2022/11/12,544
category273,2022/11/12,2202
category217,2022/11/11,39
category185,2022/11/12,8575
category138,2022/11/12,421
category257,2022/11/11,302
category39,2022/11/12,76
category125,2022/11/11,111
category307,2022/11/13,2887
category108,2022/11/12,409
category118,2022/11/12,469
category72,2022/11/11,5031
category306,2022/11/12,51
category87,2022/11/11,12593
category44,2022/11/13,2829
category208,2022/11/12,2255
category342,2022/11/12,12
category13,2022/11/13,245
category322,2022/11/14,433
category266,2022/11/11,9406
category206,2022/11/11,21
category226,2022/11/13,1917
category16,2022/11/12,759
category103,2022/11/11,1650
category217,2022/11/12,26
category46,2022/11/12,448
category178,2022/11/12,100
category86,2022/11/11,7574
category24,2022/11/12,1025
category307,2022/11/11,6248
category247,2022/11/13,842
category111,2022/11/12,124
category257,2022/11/12,201
category81,2022/11/12,57
category102,2022/11/12,16383
category233,2022/11/11,1353
category313,2022/11/11,4232
category270,2022/11/11,64
category268,2022/11/12,530
category56,2022/11/11,2268
category144,2022/11/11,536
category240,2022/11/13,1279
category63,2022/11/12,10407
category275,2022/11/15,688
category196,2022/11/11,3576
category184,2022/11/12,1250
category105,2022/11/11,38
category285,2022/11/11,8851
category14,2022/11/12,133
category135,2022/11/14,1070
category279,2022/11/11,21145
category38,2022/11/12,64
category182,2022/11/11,46
category69,2022/11/11,15
category45,2022/11/11,813
category240,2022/11/11,1176
category2,2022/11/11,39863
category93,2022/11/12,1211
category154,2022/11/11,3329
category29,2022/11/12,618
category178,2022/11/11,139
category84,2022/11/11,156930
category124,2022/11/12,2424
category186,2022/11/12,3489
category47,2022/11/12,1250
category322,2022/11/11,273
category227,2022/11/11,321
category181,2022/11/11,11
category63,2022/11/13,11224
category264,2022/11/11,275
category340,2022/11/12,0
category103,2022/11/12,1226
category342,2022/11/11,6
category12,2022/11/11,3509
category153,2022/11/13,19238
category140,2022/11/11,164
category122,2022/11/11,1523
category81,2022/11/11,133
category125,2022/11/12,42
category171,2022/11/12,2283
category47,2022/11/11,1493
category104,2022/11/13,969
category43,2022/11/12,220
category114,2022/11/11,182
category313,2022/11/12,3173
category121,2022/11/11,2298
category190,2022/11/12,2325
category20,2022/11/15,22619
category49,2022/11/12,544
category58,2022/11/12,7393
category127,2022/11/11,232
category99,2022/11/11,60
category190,2022/11/13,489
category13,2022/11/12,303
category212,2022/11/12,111
category188,2022/11/11,4035
category42,2022/11/13,9801
category93,2022/11/11,2254
category156,2022/11/11,399
category136,2022/11/11,235
category198,2022/11/11,4124
category117,2022/11/11,58
category280,2022/11/12,12016
category70,2022/11/14,901
category218,2022/11/11,255
category281,2022/11/11,972
category299,2022/11/12,639
category70,2022/11/11,1629
category26,2022/11/12,1015
category72,2022/11/12,2538
category331,2022/11/11,64
category98,2022/11/11,19
category284,2022/11/12,430
category245,2022/11/12,26721
category237,2022/11/11,15229
category8,2022/11/11,1853
category201,2022/11/11,227
category84,2022/11/14,75825
category311,2022/11/11,38
category17,2022/11/11,2492
category246,2022/11/12,249
category18,2022/11/12,70
category225,2022/11/12,76232
category160,2022/11/11,2023
category176,2022/11/11,342
category2,2022/11/15,27340
category32,2022/11/12,3260
category209,2022/11/12,19974
category177,2022/11/11,220
category193,2022/11/11,3
category111,2022/11/11,123
category87,2022/11/12,9861
category344,2022/11/11,4
category314,2022/11/12,31
category208,2022/11/11,3612
category53,2022/11/11,331
category211,2022/11/11,55
category200,2022/11/13,672
category24,2022/11/15,1234
